<<<<<<< HEAD
"","extent","service","color","ee_r264_name","iso3","continent","region_wb","income_grp","name_long","metric","value"
"3743",192,"Pollination","#dd1c77","Saudi Arabia","SAU","Asia","Middle East & North Africa","2. High income: nonOECD","Saudi Arabia","year_2020",0.0259134769439697
"3744",192,"Pollination","#dd1c77","Saudi Arabia","SAU","Asia","Middle East & North Africa","2. High income: nonOECD","Saudi Arabia","pct_change",243.104525331354
"3745",193,"Pollination","#dd1c77","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","year_1992",0.00865527894347906
"3746",193,"Pollination","#dd1c77","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","year_2020",0.00936903059482574
"3747",193,"Pollination","#dd1c77","Sudan","SDN","Africa","Sub-Saharan Africa","4. Lower middle income","Sudan","pct_change",8.24643152471042
"3748",194,"Pollination","#dd1c77","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","year_1992",0.0440727286040783
"3749",194,"Pollination","#dd1c77","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","year_2020",0.0475711263716221
"3750",194,"Pollination","#dd1c77","Senegal","SEN","Africa","Sub-Saharan Africa","4. Lower middle income","Senegal","pct_change",7.93778347370141
"3751",195,"Pollination","#dd1c77","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","year_1992",0.0516495257616043
"3752",195,"Pollination","#dd1c77","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","year_2020",0.0576803460717201
"3753",195,"Pollination","#dd1c77","Singapore","SGP","Asia","East Asia & Pacific","2. High income: nonOECD","Singapore","pct_change",11.6764292046976
"3754",196,"Pollination","#dd1c77","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","year_1992",NA
"3755",196,"Pollination","#dd1c77","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","year_2020",NA
"3756",196,"Pollination","#dd1c77","South Georgia and the South Sand","SGS","Seven seas (open ocean)","Antarctica","5. Low income","South Georgia and the Islands","pct_change",NA
"3757",197,"Pollination","#dd1c77","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","year_1992",NA
"3758",197,"Pollination","#dd1c77","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","year_2020",NA
"3759",197,"Pollination","#dd1c77","Saint Helena, Ascension and Tris","SHN","Seven seas (open ocean)","Sub-Saharan Africa","4. Lower middle income","Saint Helena","pct_change",NA
"3760",198,"Pollination","#dd1c77","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","year_1992",0
"3761",198,"Pollination","#dd1c77","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","year_2020",0
"3762",198,"Pollination","#dd1c77","Svalbard and Jan Mayen","NOR","Europe","Europe & Central Asia","1. High income: OECD","Norway","pct_change",NA
"3763",199,"Pollination","#dd1c77","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","year_1992",0
"3764",199,"Pollination","#dd1c77","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","year_2020",0
"3765",199,"Pollination","#dd1c77","Solomon Islands","SLB","Oceania","East Asia & Pacific","4. Lower middle income","Solomon Islands","pct_change",NA
"3766",200,"Pollination","#dd1c77","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","year_1992",0.0416415557265282
"3767",200,"Pollination","#dd1c77","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","year_2020",0.0403744764626026
"3768",200,"Pollination","#dd1c77","Sierra Leone","SLE","Africa","Sub-Saharan Africa","5. Low income","Sierra Leone","pct_change",-3.04282402955083
"3769",201,"Pollination","#dd1c77","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","year_1992",0.407082736492157
"3770",201,"Pollination","#dd1c77","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","year_2020",0.588710010051727
"3771",201,"Pollination","#dd1c77","El Salvador","SLV","North America","Latin America & Caribbean","4. Lower middle income","El Salvador","pct_change",44.6167958692273
"3772",202,"Pollination","#dd1c77","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","year_1992",0.608852446079254
"3773",202,"Pollination","#dd1c77","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","year_2020",0.620872795581818
"3774",202,"Pollination","#dd1c77","San Marino","SMR","Europe","Europe & Central Asia","2. High income: nonOECD","San Marino","pct_change",1.9742631535719
"3775",203,"Pollination","#dd1c77","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","year_1992",0.0133460024371743
"3776",203,"Pollination","#dd1c77","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","year_2020",0.0134506560862064
"3777",203,"Pollination","#dd1c77","Somalia","SOM","Africa","Sub-Saharan Africa","5. Low income","Somalia","pct_change",0.78415727499491
"3778",204,"Pollination","#dd1c77","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","year_1992",0
"3779",204,"Pollination","#dd1c77","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","year_2020",0
"3780",204,"Pollination","#dd1c77","Saint Pierre and Miquelon","SPM","North America","North America","3. Upper middle income","Saint Pierre and Miquelon","pct_change",NA
"3781",205,"Pollination","#dd1c77","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_1992",0.803882479667664
"3782",205,"Pollination","#dd1c77","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_2020",0.811362981796265
"3783",205,"Pollination","#dd1c77","Serbia","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","pct_change",0.930546730125715
"3784",206,"Pollination","#dd1c77","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","year_1992",0.00290673365816474
"3785",206,"Pollination","#dd1c77","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","year_2020",0.00284754950553179
"3786",206,"Pollination","#dd1c77","South Sudan","SSD","Africa","Sub-Saharan Africa","5. Low income","South Sudan","pct_change",-2.03610511292314
"3787",207,"Pollination","#dd1c77","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","year_1992",NA
"3788",207,"Pollination","#dd1c77","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","year_2020",NA
"3789",207,"Pollination","#dd1c77","Sao Tome and Principe","STP","Africa","Sub-Saharan Africa","4. Lower middle income","Ṣo Tom̩ and Principe","pct_change",NA
"3790",208,"Pollination","#dd1c77","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","year_1992",0.000499078421853483
"3791",208,"Pollination","#dd1c77","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","year_2020",0.000238168708165176
"3792",208,"Pollination","#dd1c77","Suriname","SUR","South America","Latin America & Caribbean","3. Upper middle income","Suriname","pct_change",-52.2782998149545
"3793",209,"Pollination","#dd1c77","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","year_1992",0.799279093742371
"3794",209,"Pollination","#dd1c77","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","year_2020",0.847620785236359
"3795",209,"Pollination","#dd1c77","Slovakia","SVK","Europe","Europe & Central Asia","1. High income: OECD","Slovakia","pct_change",6.04816163370961
"3796",210,"Pollination","#dd1c77","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","year_1992",0.146863713860512
"3797",210,"Pollination","#dd1c77","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","year_2020",0.154600366950035
"3798",210,"Pollination","#dd1c77","Slovenia","SVN","Europe","Europe & Central Asia","1. High income: OECD","Slovenia","pct_change",5.26791328242667
"3799",211,"Pollination","#dd1c77","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","year_1992",0.057519655674696
"3800",211,"Pollination","#dd1c77","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","year_2020",0.0719922706484795
"3801",211,"Pollination","#dd1c77","Sweden","SWE","Europe","Europe & Central Asia","1. High income: OECD","Sweden","pct_change",25.1611641342809
"3802",212,"Pollination","#dd1c77","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","year_1992",0.0203897133469582
"3803",212,"Pollination","#dd1c77","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","year_2020",0.019936939701438
"3804",212,"Pollination","#dd1c77","Swaziland","SWZ","Africa","Sub-Saharan Africa","4. Lower middle income","eSwatini","pct_change",-2.22059838613546
"3805",213,"Pollination","#dd1c77","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","year_1992",0
"3806",213,"Pollination","#dd1c77","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","year_2020",0
"3807",213,"Pollination","#dd1c77","Sint Maarten","SXM","North America","Latin America & Caribbean","2. High income: nonOECD","Sint Maarten","pct_change",NA
"3808",214,"Pollination","#dd1c77","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","year_1992",NA
"3809",214,"Pollination","#dd1c77","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","year_2020",NA
"3810",214,"Pollination","#dd1c77","Seychelles","SYC","Seven seas (open ocean)","Sub-Saharan Africa","3. Upper middle income","Seychelles","pct_change",NA
"3811",215,"Pollination","#dd1c77","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","year_1992",0.19723716378212
"3812",215,"Pollination","#dd1c77","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","year_2020",0.247638300061226
"3813",215,"Pollination","#dd1c77","Syria","SYR","Asia","Middle East & North Africa","4. Lower middle income","Syria","pct_change",25.5535697799742
"3814",216,"Pollination","#dd1c77","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","year_1992",0
"3815",216,"Pollination","#dd1c77","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","year_2020",0
"3816",216,"Pollination","#dd1c77","Turks and Caicos Islands","TCA","North America","Latin America & Caribbean","2. High income: nonOECD","Turks and Caicos Islands","pct_change",NA
"3817",217,"Pollination","#dd1c77","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","year_1992",0.00158577377442271
"3818",217,"Pollination","#dd1c77","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","year_2020",0.00213494431227446
"3819",217,"Pollination","#dd1c77","Chad","TCD","Africa","Sub-Saharan Africa","5. Low income","Chad","pct_change",34.6310770621536
"3820",218,"Pollination","#dd1c77","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","year_1992",0.025776045396924
"3821",218,"Pollination","#dd1c77","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","year_2020",0.029999915510416
"3822",218,"Pollination","#dd1c77","Togo","TGO","Africa","Sub-Saharan Africa","5. Low income","Togo","pct_change",16.3868042923142
"3823",219,"Pollination","#dd1c77","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","year_1992",0.150351002812386
"3824",219,"Pollination","#dd1c77","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","year_2020",0.162555053830147
"3825",219,"Pollination","#dd1c77","Thailand","THA","Asia","East Asia & Pacific","3. Upper middle income","Thailand","pct_change",8.1170399860849
"3826",220,"Pollination","#dd1c77","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","year_1992",0.490715622901917
"3827",220,"Pollination","#dd1c77","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","year_2020",0.518175363540649
"3828",220,"Pollination","#dd1c77","Tajikistan","TJK","Asia","Europe & Central Asia","5. Low income","Tajikistan","pct_change",5.59585620615559
"3829",221,"Pollination","#dd1c77","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_1992",NA
"3830",221,"Pollination","#dd1c77","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","year_2020",NA
"3831",221,"Pollination","#dd1c77","Tokelau","NZL","Oceania","East Asia & Pacific","1. High income: OECD","New Zealand","pct_change",NA
"3832",222,"Pollination","#dd1c77","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","year_1992",0.0110012656077743
"3833",222,"Pollination","#dd1c77","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","year_2020",0.0136028695851564
"3834",222,"Pollination","#dd1c77","Turkmenistan","TKM","Asia","Europe & Central Asia","3. Upper middle income","Turkmenistan","pct_change",23.648224396506
"3835",223,"Pollination","#dd1c77","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","year_1992",0.00847172737121582
"3836",223,"Pollination","#dd1c77","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","year_2020",0.00880392827093601
"3837",223,"Pollination","#dd1c77","Timor-Leste","TLS","Asia","East Asia & Pacific","4. Lower middle income","Timor-Leste","pct_change",3.92128883713729
"3838",224,"Pollination","#dd1c77","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","year_1992",NA
"3839",224,"Pollination","#dd1c77","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","year_2020",NA
"3840",224,"Pollination","#dd1c77","Tonga","TON","Oceania","East Asia & Pacific","4. Lower middle income","Tonga","pct_change",NA
"3841",225,"Pollination","#dd1c77","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","year_1992",0.70509660243988
"3842",225,"Pollination","#dd1c77","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","year_2020",0.789144158363342
"3843",225,"Pollination","#dd1c77","Trinidad and Tobago","TTO","North America","Latin America & Caribbean","2. High income: nonOECD","Trinidad and Tobago","pct_change",11.9200058024146
"3844",226,"Pollination","#dd1c77","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","year_1992",0.234363123774529
"3845",226,"Pollination","#dd1c77","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","year_2020",0.352635949850082
"3846",226,"Pollination","#dd1c77","Tunisia","TUN","Africa","Middle East & North Africa","3. Upper middle income","Tunisia","pct_change",50.4656296480065
"3847",227,"Pollination","#dd1c77","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","year_1992",0.86590576171875
"3848",227,"Pollination","#dd1c77","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","year_2020",0.918724358081818
"3849",227,"Pollination","#dd1c77","Turkey","TUR","Asia","Europe & Central Asia","3. Upper middle income","Turkey","pct_change",6.09980885890255
"3850",228,"Pollination","#dd1c77","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","year_1992",0
"3851",228,"Pollination","#dd1c77","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","year_2020",0
"3852",228,"Pollination","#dd1c77","Tuvalu","TUV","Oceania","East Asia & Pacific","3. Upper middle income","Tuvalu","pct_change",NA
"3853",229,"Pollination","#dd1c77","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","year_1992",5.45844030380249
"3854",229,"Pollination","#dd1c77","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","year_2020",5.80492067337036
"3855",229,"Pollination","#dd1c77","Taiwan","TWN","Asia","East Asia & Pacific","2. High income: nonOECD","Taiwan","pct_change",6.34760756340054
"3856",230,"Pollination","#dd1c77","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","year_1992",0.0132849449291825
"3857",230,"Pollination","#dd1c77","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","year_2020",0.0136188082396984
"3858",230,"Pollination","#dd1c77","Tanzania","TZA","Africa","Sub-Saharan Africa","5. Low income","Tanzania","pct_change",2.51309517875769
"3859",231,"Pollination","#dd1c77","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","year_1992",0.0351609587669373
"3860",231,"Pollination","#dd1c77","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","year_2020",0.0424075536429882
"3861",231,"Pollination","#dd1c77","Uganda","UGA","Africa","Sub-Saharan Africa","5. Low income","Uganda","pct_change",20.6097760987822
"3862",232,"Pollination","#dd1c77","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","year_1992",0.529694736003876
"3863",232,"Pollination","#dd1c77","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","year_2020",0.56187641620636
"3864",232,"Pollination","#dd1c77","Ukraine","UKR","Europe","Europe & Central Asia","4. Lower middle income","Ukraine","pct_change",6.07551444540852
"3865",233,"Pollination","#dd1c77","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","year_1992",0
"3866",233,"Pollination","#dd1c77","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","year_2020",0
"3867",233,"Pollination","#dd1c77","United States Minor Outlying Isl","UMI","North America","East Asia & Pacific","5. Low income","United States Minor Outlying Islands","pct_change",NA
"3868",234,"Pollination","#dd1c77","Uruguay","URY","South America","Latin America & Caribbean","3. Upper middle income","Uruguay","year_1992",0.148473024368286
"3869",234,"Pollination","#dd1c77","Uruguay","URY","South America","Latin America & Caribbean","3. Upper middle income","Uruguay","year_2020",0.150284171104431
"3870",234,"Pollination","#dd1c77","Uruguay","URY","South America","Latin America & Caribbean","3. Upper middle income","Uruguay","pct_change",1.21984902230622
"3871",235,"Pollination","#dd1c77","United States","USA","North America","North America","1. High income: OECD","United States","year_1992",0.246172234416008
"3872",235,"Pollination","#dd1c77","United States","USA","North America","North America","1. High income: OECD","United States","year_2020",0.26044899225235
"3873",235,"Pollination","#dd1c77","United States","USA","North America","North America","1. High income: OECD","United States","pct_change",5.79949963496519
"3874",236,"Pollination","#dd1c77","Uzbekistan","UZB","Asia","Europe & Central Asia","4. Lower middle income","Uzbekistan","year_1992",0.0353293009102345
"3875",236,"Pollination","#dd1c77","Uzbekistan","UZB","Asia","Europe & Central Asia","4. Lower middle income","Uzbekistan","year_2020",0.0376414507627487
"3876",236,"Pollination","#dd1c77","Uzbekistan","UZB","Asia","Europe & Central Asia","4. Lower middle income","Uzbekistan","pct_change",6.54456723723167
"3877",237,"Pollination","#dd1c77","Vatican City","VAT","Europe","Europe & Central Asia","2. High income: nonOECD","Vatican","year_1992",0
"3878",237,"Pollination","#dd1c77","Vatican City","VAT","Europe","Europe & Central Asia","2. High income: nonOECD","Vatican","year_2020",0
"3879",237,"Pollination","#dd1c77","Vatican City","VAT","Europe","Europe & Central Asia","2. High income: nonOECD","Vatican","pct_change",NA
"3880",238,"Pollination","#dd1c77","Saint Vincent and the Grenadines","VCT","North America","Latin America & Caribbean","3. Upper middle income","Saint Vincent and the Grenadines","year_1992",0
"3881",238,"Pollination","#dd1c77","Saint Vincent and the Grenadines","VCT","North America","Latin America & Caribbean","3. Upper middle income","Saint Vincent and the Grenadines","year_2020",0
"3882",238,"Pollination","#dd1c77","Saint Vincent and the Grenadines","VCT","North America","Latin America & Caribbean","3. Upper middle income","Saint Vincent and the Grenadines","pct_change",NA
"3883",239,"Pollination","#dd1c77","Venezuela","VEN","South America","Latin America & Caribbean","3. Upper middle income","Venezuela","year_1992",0.262755393981934
"3884",239,"Pollination","#dd1c77","Venezuela","VEN","South America","Latin America & Caribbean","3. Upper middle income","Venezuela","year_2020",0.267270505428314
"3885",239,"Pollination","#dd1c77","Venezuela","VEN","South America","Latin America & Caribbean","3. Upper middle income","Venezuela","pct_change",1.71837060239016
"3886",240,"Pollination","#dd1c77","British Virgin Islands","VGB","North America","Latin America & Caribbean","1. High income: OECD","British Virgin Islands","year_1992",0
"3887",240,"Pollination","#dd1c77","British Virgin Islands","VGB","North America","Latin America & Caribbean","1. High income: OECD","British Virgin Islands","year_2020",0
"3888",240,"Pollination","#dd1c77","British Virgin Islands","VGB","North America","Latin America & Caribbean","1. High income: OECD","British Virgin Islands","pct_change",NA
"3889",241,"Pollination","#dd1c77","Virgin Islands, U.S.","VIR","North America","Latin America & Caribbean","2. High income: nonOECD","United States Virgin Islands","year_1992",0
"3890",241,"Pollination","#dd1c77","Virgin Islands, U.S.","VIR","North America","Latin America & Caribbean","2. High income: nonOECD","United States Virgin Islands","year_2020",0
"3891",241,"Pollination","#dd1c77","Virgin Islands, U.S.","VIR","North America","Latin America & Caribbean","2. High income: nonOECD","United States Virgin Islands","pct_change",NA
"3892",242,"Pollination","#dd1c77","Vietnam","VNM","Asia","East Asia & Pacific","4. Lower middle income","Vietnam","year_1992",0.270561277866364
"3893",242,"Pollination","#dd1c77","Vietnam","VNM","Asia","East Asia & Pacific","4. Lower middle income","Vietnam","year_2020",0.265923321247101
"3894",242,"Pollination","#dd1c77","Vietnam","VNM","Asia","East Asia & Pacific","4. Lower middle income","Vietnam","pct_change",-1.71419822372136
"3895",243,"Pollination","#dd1c77","Vanuatu","VUT","Oceania","East Asia & Pacific","4. Lower middle income","Vanuatu","year_1992",0
"3896",243,"Pollination","#dd1c77","Vanuatu","VUT","Oceania","East Asia & Pacific","4. Lower middle income","Vanuatu","year_2020",0
"3897",243,"Pollination","#dd1c77","Vanuatu","VUT","Oceania","East Asia & Pacific","4. Lower middle income","Vanuatu","pct_change",NA
"3898",244,"Pollination","#dd1c77","Wallis and Futuna","WLF","Oceania","East Asia & Pacific","4. Lower middle income","Wallis and Futuna Islands","year_1992",NA
"3899",244,"Pollination","#dd1c77","Wallis and Futuna","WLF","Oceania","East Asia & Pacific","4. Lower middle income","Wallis and Futuna Islands","year_2020",NA
"3900",244,"Pollination","#dd1c77","Wallis and Futuna","WLF","Oceania","East Asia & Pacific","4. Lower middle income","Wallis and Futuna Islands","pct_change",NA
"3901",245,"Pollination","#dd1c77","Samoa","WSM","Oceania","East Asia & Pacific","4. Lower middle income","Samoa","year_1992",NA
"3902",245,"Pollination","#dd1c77","Samoa","WSM","Oceania","East Asia & Pacific","4. Lower middle income","Samoa","year_2020",NA
"3903",245,"Pollination","#dd1c77","Samoa","WSM","Oceania","East Asia & Pacific","4. Lower middle income","Samoa","pct_change",NA
"3904",246,"Pollination","#dd1c77","Akrotiri and Dhekelia","GBR","Europe","Europe & Central Asia","1. High income: OECD","United Kingdom","year_1992",0.113009996712208
"3905",246,"Pollination","#dd1c77","Akrotiri and Dhekelia","GBR","Europe","Europe & Central Asia","1. High income: OECD","United Kingdom","year_2020",0.117652863264084
"3906",246,"Pollination","#dd1c77","Akrotiri and Dhekelia","GBR","Europe","Europe & Central Asia","1. High income: OECD","United Kingdom","pct_change",4.10836800898203
"3907",247,"Pollination","#dd1c77","Clipperton Island","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","year_1992",NA
"3908",247,"Pollination","#dd1c77","Clipperton Island","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","year_2020",NA
"3909",247,"Pollination","#dd1c77","Clipperton Island","FRA","Europe","Europe & Central Asia","1. High income: OECD","France","pct_change",NA
"3910",248,"Pollination","#dd1c77","Kosovo","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_1992",1.08818900585175
"3911",248,"Pollination","#dd1c77","Kosovo","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","year_2020",1.03889966011047
"3912",248,"Pollination","#dd1c77","Kosovo","SRB","Europe","Europe & Central Asia","3. Upper middle income","Serbia","pct_change",-4.52948389261662
"3913",249,"Pollination","#dd1c77","Paracel Islands","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_1992",0
"3914",249,"Pollination","#dd1c77","Paracel Islands","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_2020",0
"3915",249,"Pollination","#dd1c77","Paracel Islands","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","pct_change",NA
"3916",250,"Pollination","#dd1c77","Spratly Islands","XSP","Asia","East Asia & Pacific","5. Low income","Spratly Islands","year_1992",0
"3917",250,"Pollination","#dd1c77","Spratly Islands","XSP","Asia","East Asia & Pacific","5. Low income","Spratly Islands","year_2020",0
"3918",250,"Pollination","#dd1c77","Spratly Islands","XSP","Asia","East Asia & Pacific","5. Low income","Spratly Islands","pct_change",NA
"3919",251,"Pollination","#dd1c77","Yemen","YEM","Asia","Middle East & North Africa","4. Lower middle income","Yemen","year_1992",0.0201318133622408
"3920",251,"Pollination","#dd1c77","Yemen","YEM","Asia","Middle East & North Africa","4. Lower middle income","Yemen","year_2020",0.0261988826096058
"3921",251,"Pollination","#dd1c77","Yemen","YEM","Asia","Middle East & North Africa","4. Lower middle income","Yemen","pct_change",30.1367250838138
"3922",252,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_1992",0.107213564217091
"3923",252,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_2020",0.102654464542866
"3924",252,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","pct_change",-4.25235342889405
"3925",253,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_1992",0
"3926",253,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_2020",0
"3927",253,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","pct_change",NA
"3928",254,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_1992",6.80068836800274e-08
"3929",254,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","year_2020",6.80068836800274e-08
"3930",254,"Pollination","#dd1c77","China","CHN","Asia","East Asia & Pacific","3. Upper middle income","China","pct_change",0
"3931",255,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_1992",0
"3932",255,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_2020",0
"3933",255,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","pct_change",NA
"3934",256,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_1992",0
"3935",256,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_2020",0
"3936",256,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","pct_change",NA
"3937",257,"Pollination","#dd1c77","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","year_1992",0.0483012907207012
"3938",257,"Pollination","#dd1c77","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","year_2020",0.046545822173357
"3939",257,"Pollination","#dd1c77","Pakistan","PAK","Asia","South Asia","4. Lower middle income","Pakistan","pct_change",-3.63441332757559
"3940",258,"Pollination","#dd1c77","India","IND","Asia","South Asia","4. Lower middle income","India","year_1992",0.00398232042789459
